Ticker,SurgePct,RefType,RefPrice,Price,Volume,DollarVolume,SpreadPct,OptionsEligible,Timestamp,Age,Reason,symbol,price,prev_close,open,high,low,ts_ms,source,error,category
COIN,4.0,pc,242.98,252.69,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),COIN,252.69,242.98,245.5,255.51,244.65,1768338000000,finnhub,,CORE
HOOD,3.66,low,116.0,120.24,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),HOOD,120.24,117.52,117.4,120.43,116.0,1768338000000,finnhub,,CORE
COMM,2.84,pc,19.04,19.58,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),COMM,19.58,19.04,19.655,19.765,19.1,1768338000000,finnhub,,CORE
ABNB,2.62,low,136.5,140.07,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),ABNB,140.07,138.51,138.14,140.19,136.5,1768338000000,finnhub,,ADDON_RANDOM
JNJ,2.29,low,208.86,213.65,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),JNJ,213.65,209.72,209.91,214.39,208.86,1768338000000,finnhub,,CORE
ZS,2.04,low,212.5001,216.845,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),ZS,216.845,216.63,216.53,219.58,212.5001,1768338000000,finnhub,,CORE
XOM,2.02,pc,124.03,126.54,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),XOM,126.54,124.03,125.0,127.14,124.81,1768338000000,finnhub,,CORE
BA,1.98,pc,239.81,244.55,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),BA,244.55,239.81,241.12,247.3999,240.1,1768338000000,finnhub,,CORE
BBAI,1.84,low,5.98,6.09,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),BBAI,6.09,6.31,6.39,6.46,5.98,1768338000000,finnhub,,CORE
SLV,1.77,pc,77.23,78.6,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),SLV,78.6,77.23,80.03,80.8,77.86,1768338000000,finnhub,,CORE
PEP,1.73,low,141.04,143.48,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),PEP,143.48,141.36,141.1,143.65,141.04,1768338000000,finnhub,,CORE
SLB,1.66,pc,45.15,45.9,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),SLB,45.9,45.15,45.74,46.39,45.445,1768338000000,finnhub,,CORE
PLTR,1.6,low,176.14,178.96,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),PLTR,178.96,179.41,178.875,181.1,176.14,1768338000000,finnhub,,CORE
LEG,1.57,low,12.1201,12.31,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),LEG,12.31,12.24,12.21,12.34,12.1201,1768338000000,finnhub,,CORE
CRWD,1.54,low,460.94,468.02,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),CRWD,468.02,466.99,467.0,476.55,460.94,1768338000000,finnhub,,CORE
NFLX,1.4,low,89.07,90.32,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),NFLX,90.32,89.41,89.44,91.15,89.07,1768338000000,finnhub,,CORE
MCD,1.39,low,305.2,309.44,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),MCD,309.44,306.75,305.23,309.66,305.2,1768338000000,finnhub,,CORE
KO,1.38,low,70.27,71.24,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),KO,71.24,70.5,70.42,71.24,70.27,1768338000000,finnhub,,CORE
COST,1.33,low,929.5975,941.93,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),COST,941.93,943.08,938.02,942.9,929.5975,1768338000000,finnhub,,CORE
NVDA,1.31,low,183.4,185.81,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),NVDA,185.81,184.94,184.995,188.1099,183.4,1768338000000,finnhub,,CORE
GOOGL,1.24,pc,331.86,335.97,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),GOOGL,335.97,331.86,334.95,340.49,333.62,1768338000000,finnhub,,CORE
ABM,1.18,low,43.755,44.27,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),ABM,44.27,44.48,44.25,44.61,43.755,1768338000000,finnhub,,CORE
META,1.12,low,624.1,631.09,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),META,631.09,641.97,642.27,642.27,624.1,1768338000000,finnhub,,CORE
RL,1.12,low,362.05,366.11,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),RL,366.11,363.25,362.23,371.5,362.05,1768338000000,finnhub,,CORE
BRT,1.1,low,14.5407,14.7,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),BRT,14.7,14.79,14.74,14.785,14.5407,1768338000000,finnhub,,CORE
CAT,1.07,pc,629.77,636.53,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),CAT,636.53,629.77,633.2,644.59,633.0,1768338000000,finnhub,,CORE
AVGO,1.05,low,350.91,354.61,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),AVGO,354.61,352.21,352.88,359.49,350.91,1768338000000,finnhub,,CORE
AAPL,1.03,low,258.39,261.05,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),AAPL,261.05,260.25,258.72,261.81,258.39,1768338000000,finnhub,,CORE
MSFT,1.01,low,465.95,470.67,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),MSFT,470.67,477.18,474.675,475.7799,465.95,1768338000000,finnhub,,CORE
COP,1.01,pc,95.5,96.46,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),COP,96.46,95.5,97.0,97.75,95.9,1768338000000,finnhub,,CORE
NKE,1.01,pc,65.64,66.3,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),NKE,66.3,65.64,66.25,67.08,65.85,1768338000000,finnhub,,CORE
AMZN,0.98,low,240.25,242.6,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),AMZN,242.6,246.47,246.53,247.66,240.25,1768338000000,finnhub,,CORE
MRK,0.97,low,107.22,108.26,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),MRK,108.26,109.19,109.05,109.31,107.22,1768338000000,finnhub,,CORE
CVX,0.94,pc,162.34,163.87,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),CVX,163.87,162.34,163.47,166.13,163.3,1768338000000,finnhub,,CORE
GE,0.94,pc,324.17,327.23,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),GE,327.23,324.17,325.55,328.09,325.0,1768338000000,finnhub,,CORE
HON,0.94,low,208.32,210.28,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),HON,210.28,208.6,209.27,211.21,208.32,1768338000000,finnhub,,CORE
AM,0.91,pc,17.55,17.71,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),AM,17.71,17.55,17.56,17.82,17.56,1768338000000,finnhub,,CORE
PG,0.89,low,142.97,144.24,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),PG,144.24,143.46,144.0,144.34,142.97,1768338000000,finnhub,,CORE
MU,0.87,low,335.22,338.13,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),MU,338.13,345.87,346.27,351.23,335.22,1768338000000,finnhub,,CORE
INSM,0.87,low,162.3,163.72,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),INSM,163.72,167.72,170.0,170.45,162.3,1768338000000,finnhub,,CORE
ORCL,0.81,low,200.655,202.29,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),ORCL,202.29,204.68,205.0,207.8,200.655,1768338000000,finnhub,,CORE
GS,0.77,low,931.0001,938.15,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),GS,938.15,949.55,947.32,949.94,931.0001,1768338000000,finnhub,,CORE
AG,0.76,low,19.7,19.85,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),AG,19.85,20.22,20.625,21.115,19.7,1768338000000,finnhub,,CORE
LLY,0.76,low,1069.09,1077.19,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),LLY,1077.19,1081.0,1083.0,1090.2229,1069.09,1768338000000,finnhub,,CORE
NOW,0.74,low,137.18,138.19,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),NOW,138.19,142.64,142.14,144.7,137.18,1768338000000,finnhub,,CORE
TSLA,0.73,low,443.95,447.2,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),TSLA,447.2,448.96,450.2,451.81,443.95,1768338000000,finnhub,,CORE
CHPT,0.73,low,6.88,6.93,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),CHPT,6.93,7.04,7.12,7.15,6.88,1768338000000,finnhub,,CORE
PFE,0.7,low,24.9746,25.15,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),PFE,25.15,25.27,25.32,25.39,24.9746,1768338000000,finnhub,,CORE
RGTI,0.68,low,24.305,24.47,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),RGTI,24.47,25.53,25.82,26.25,24.305,1768338000000,finnhub,,CORE
C,0.66,low,115.54,116.3,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),C,116.3,117.7,117.72,118.23,115.54,1768338000000,finnhub,,ADDON_RANDOM
RTX,0.56,low,193.0,194.08,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),RTX,194.08,193.85,195.62,197.55,193.0,1768338000000,finnhub,,ADDON_RANDOM
WFC,0.54,low,93.055,93.56,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),WFC,93.56,94.96,95.29,95.75,93.055,1768338000000,finnhub,,CORE
T,0.47,low,23.19,23.3,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),T,23.3,23.74,23.69,23.75,23.19,1768338000000,finnhub,,ADDON_RANDOM
BAC,0.44,low,54.3,54.54,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),BAC,54.54,55.19,55.27,55.52,54.3,1768338000000,finnhub,,CORE
IBM,0.43,low,301.87,303.16,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),IBM,303.16,312.18,311.6,312.81,301.87,1768338000000,finnhub,,CORE
QQQ,0.41,low,623.695,626.24,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),QQQ,626.24,627.17,627.27,629.47,623.695,1768338000000,finnhub,,CORE
STLD,0.4,low,169.17,169.84,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),STLD,169.84,169.35,170.13,172.13,169.17,1768338000000,finnhub,,CORE
SPY,0.35,low,691.35,693.77,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),SPY,693.77,695.16,695.49,696.09,691.35,1768338000000,finnhub,,CORE
MS,0.34,low,182.145,182.76,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),MS,182.76,186.57,186.96,187.02,182.145,1768338000000,finnhub,,CORE
IWM,0.34,low,260.46,261.35,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),IWM,261.35,261.5,262.405,262.885,260.46,1768338000000,finnhub,,CORE
UNH,0.32,low,332.85,333.93,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),UNH,333.93,340.51,341.5,341.8439,332.85,1768338000000,finnhub,,CORE
OPEN,0.3,low,6.75,6.77,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),OPEN,6.77,7.02,7.06,7.08,6.75,1768338000000,finnhub,,CORE
PGR,0.29,low,204.46,205.06,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),PGR,205.06,216.5,215.22,215.99,204.46,1768338000000,finnhub,,CORE
CRM,0.29,low,240.355,241.06,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),CRM,241.06,259.4,257.66,260.91,240.355,1768338000000,finnhub,,ADDON_RANDOM
DIA,0.27,low,490.63,491.94,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),DIA,491.94,495.9,495.55,495.96,490.63,1768338000000,finnhub,,CORE
HTGC,0.22,low,18.49,18.53,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),HTGC,18.53,18.67,18.72,18.7374,18.49,1768338000000,finnhub,,CORE
QCOM,0.19,low,164.97,165.29,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),QCOM,165.29,169.27,166.98,168.35,164.97,1768338000000,finnhub,,CORE
F,0.14,low,13.96,13.98,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),F,13.98,14.03,14.055,14.13,13.96,1768338000000,finnhub,,ADDON_RANDOM
JPM,0.11,low,310.572,310.9,,,,N,2026-01-14T03:10:31Z,4m,price_out_of_range(1.0-200.0);below_threshold(9.0%);low_volume(<100000),JPM,310.9,324.49,324.3,326.86,310.572,1768338000000,finnhub,,CORE
COCP,0.0,low,1.09,1.09,,,,N,2026-01-14T03:10:31Z,4m,below_threshold(9.0%);low_volume(<100000),COCP,1.09,1.11,1.14,1.15,1.09,1768338000000,finnhub,,CORE
